Entity,Identifier
lake herring,obo:FOODON_00001991
lamb meat,obo:FOODON_00001992
langostino,obo:FOODON_00001993
leguminous vegetable,obo:FOODON_00001994
lettuce,obo:FOODON_00001998
lettuce head,obo:FOODON_00001998
light wine,obo:FOODON_00001999
lime preserve or jam,obo:FOODON_00002002
lingonberry preserve or jam,obo:FOODON_00002004
longtail tuna,obo:FOODON_00002009
low-alcohol wine,obo:FOODON_00002010
lumpfish,obo:FOODON_00002011
lupin,obo:FOODON_00002012
macaroni or noodle,obo:FOODON_00002013
mace,obo:FOODON_00002014
malabar snapper,obo:FOODON_00002016
barley malt beverage,obo:FOODON_00002017
mandarin orange juice,obo:FOODON_00002019
mango nectar beverage,obo:FOODON_00002021
mate beverage,obo:FOODON_00002025
meat product analog,obo:FOODON_00002027
microbial refined,obo:FOODON_00002030
milk based gravy or sauce,obo:FOODON_00002031
milk based product analog,obo:FOODON_00002032
milk based topping,obo:FOODON_00002033
milk beverage analog,obo:FOODON_00002034
milk dessert,obo:FOODON_00002035
milk product based dressing,obo:FOODON_00002036
mineral substance as food supplement product category,obo:FOODON_00002039
mineral water based soft drink,obo:FOODON_00002040
mineral water,obo:FOODON_00002041
mixed fruit beverage,obo:FOODON_00002043
mushroom product flavoring or seasoning,obo:FOODON_00002047
mushroom pickle,obo:FOODON_00002048
mushroom (whole or pieces),obo:FOODON_00002050
mustard condiment,obo:FOODON_00002052
mustard,obo:FOODON_00002053
naranjilla juice product,obo:FOODON_00002054
nevada jointfir beverage,obo:FOODON_00002056
nonalcoholic beverage,obo:FOODON_00002057
nondairy dessert,obo:FOODON_00002058
norway lobster,obo:FOODON_00002059
nut candy,obo:FOODON_00002060
olive fat or oil refined,obo:FOODON_00002065
onion flavouring,obo:FOODON_00002067
orange spread or sauce,obo:FOODON_00002070
orange preserve or jam,obo:FOODON_00002072
paddlefish,obo:FOODON_00002076
palm fat or oil refined,obo:FOODON_00002078
palm vegetable,obo:FOODON_00002079
papaya nectar beverage,obo:FOODON_00002083
passion,obo:FOODON_00002086
passion fruit juice,obo:FOODON_00002087
pasteurized cheese,obo:FOODON_00002089
peach preserve or jam,obo:FOODON_00002096
peanut fat or oil refined,obo:FOODON_00002098
pear beverage,obo:FOODON_00002100
pear nectar beverage,obo:FOODON_00002103
pear preserve or jam,obo:FOODON_00002104
pearl millet,obo:FOODON_00002105
pecan candy,obo:FOODON_00002106
pectin producing plant fruit,obo:FOODON_00002108
pepper product flavoring or seasoning,obo:FOODON_00002109
green or red pepper pickle,obo:FOODON_00002110
pepper vegetable,obo:FOODON_00002111
pigeon pea vegetable,obo:FOODON_00002115
pimiento pepper,obo:FOODON_00002118
pineapple juice,obo:FOODON_00002120
pineapple preserve or jam,obo:FOODON_00002121
plant based bakery,obo:FOODON_00002125
plant-based candy,obo:FOODON_00002126
plant based  for animal,obo:FOODON_00002127
plant based gravy or sauce,obo:FOODON_00002128
plant based meat product analog,obo:FOODON_00002129
plant based pastry,obo:FOODON_00002130
plant based refined or partially-refined,obo:FOODON_00002131
plant based salad,obo:FOODON_00002132
vegetarian sandwich,obo:FOODON_00002133
plant based sea analog,obo:FOODON_00002134
plant confectionery,obo:FOODON_00002135
plant derived soft drink,obo:FOODON_00002137
plant dessert,obo:FOODON_00002138
plant fat or oil refined,obo:FOODON_00002139
plant floret vegetable,obo:FOODON_00002140
plant fruit as vegetable,obo:FOODON_00002141
plant head vegetable,obo:FOODON_00002142
plant leaf,obo:FOODON_00002143
plant product based flavoring or seasoning,obo:FOODON_00002145
plant product dressing,obo:FOODON_00002146
plant product flavoring or seasoning,obo:FOODON_00002148
plant relish,obo:FOODON_00002149
plant root vegetable,obo:FOODON_00002150
plant seed based bakery,obo:FOODON_00002151
plant seed cereal,obo:FOODON_00002152
plant seed vegetable,obo:FOODON_00002153
plant sherbet,obo:FOODON_00002154
plant soup,obo:FOODON_00002155
plant stem or spear,obo:FOODON_00002156
plant sweetener,obo:FOODON_00002157
food (preserved),obo:FOODON_00002158
plantain (musa),obo:FOODON_00002159
pleuronectiform fish,obo:FOODON_00002160
plum fruit,obo:FOODON_00002161
organ meat product,obo:FOODON_00002165
poultry cured meat,obo:FOODON_00002167
poultry fat or oil refined,obo:FOODON_00002168
poultry meat product analog,obo:FOODON_00002170
poultry product based flavoring or seasoning,obo:FOODON_00002171
poultry stew or hash,obo:FOODON_00002172
powdered cow milk,obo:FOODON_00002173
powdered milk,obo:FOODON_00002174
prepared hen egg product,obo:FOODON_00002175
pufferfish,obo:FOODON_00002179
quail egg,obo:FOODON_00002181
rabbit meat,obo:FOODON_00002183
rape fat or oil refined,obo:FOODON_00002186
rasberry spread or sauce,obo:FOODON_00002188
raspberry preserve or jam,obo:FOODON_00002189
red currant preserve or jam,obo:FOODON_00002192
red kidney bean soup,obo:FOODON_00002193
red snapper,obo:FOODON_00002194
redfish perch,obo:FOODON_00002195
refined or partially-refined,obo:FOODON_00002196
reptile egg,obo:FOODON_00002199
amphibian or reptile,obo:FOODON_00002200
amphibian or reptile meat,obo:FOODON_00002201
rice based alcoholic beverage,obo:FOODON_00002203
rice product flavoring,obo:FOODON_00002206
rice starch refined,obo:FOODON_00002208
rock cornish fowl meat,obo:FOODON_00002210
rose,obo:FOODON_00002211
rye based bakery,obo:FOODON_00002213
rye bread,obo:FOODON_00002214
sablefish,obo:FOODON_00002216
saithe,obo:FOODON_00002218
salt product,obo:FOODON_00002221
sauger,obo:FOODON_00002224
sea animal soup,obo:FOODON_00002228
sea analog,obo:FOODON_00002229
semihard cheese product,obo:FOODON_00002230
semisoft cheese product,obo:FOODON_00002231
sesame coated nut (snack),obo:FOODON_00002233
sheep meat,obo:FOODON_00002236
sheep milk beverage,obo:FOODON_00002237
cocos fruit product,obo:FOODON_00002238
siluriform fish,obo:FOODON_00002240
skipjack tuna,obo:FOODON_00002241
nata de coco,obo:FOODON_00002243
snake meat,obo:FOODON_00002245
snow crab,obo:FOODON_00002247
sodium chloride flavoring or seasoning,obo:FOODON_00002249
sodium chloride,obo:FOODON_00002250
soft wheat,obo:FOODON_00002254
soup base product,obo:FOODON_00002256
soup mix product,obo:FOODON_00002258
soy based formula,obo:FOODON_00002259
soybean based meat product analog,obo:FOODON_00002260
doujiang,obo:FOODON_00002261
soybean condiment,obo:FOODON_00002262
soybean dressing,obo:FOODON_00002263
soybean refined,obo:FOODON_00002264
soybean seed (field),obo:FOODON_00002265
soy product,obo:FOODON_00002266
special dietry use,obo:FOODON_00002267
spice or herb product flavoring or seasoning,obo:FOODON_00002268
squat lobster,obo:FOODON_00002272
starch refined,obo:FOODON_00002274
steeped beverage product,obo:FOODON_00002275
stew or hash,obo:FOODON_00002276
stone fruit juice,obo:FOODON_00002278
stone pine product flavoring,obo:FOODON_00002279
stone pine nut,obo:FOODON_00002280
strawberry spread or sauce,obo:FOODON_00002281
strawberry preserve or jam,obo:FOODON_00002283
yokan,obo:FOODON_00002285
sugar based cacao,obo:FOODON_00002286
sugar based vinegar,obo:FOODON_00002287
sugar beet sweetener,obo:FOODON_00002288
sugar cane refined or partially-refined,obo:FOODON_00002290
sugar maple sweetener,obo:FOODON_00002292
sugar palm sweetener,obo:FOODON_00002293
sunflower,obo:FOODON_00002294
surfclam,obo:FOODON_00002295
pork cured meat,obo:FOODON_00002301
swine fat or oil refined,obo:FOODON_00002302
swine snack food,obo:FOODON_00002304
swine sandwich,obo:FOODON_00002305
swine sausage,obo:FOODON_00002306
tableted,obo:FOODON_00002308
tomato relish,obo:FOODON_00002313
tomato based gravy or sauce,obo:FOODON_00002314
tomato condiment,obo:FOODON_00002315
tomato (whole or pieces),obo:FOODON_00002318
turtle egg,obo:FOODON_00002325
uncured cow milk cheese,obo:FOODON_00002327
vegetable based gravy or sauce,obo:FOODON_00002329
multi-component corn,obo:FOODON_00002330
vegetable dessert,obo:FOODON_00002331
vitamin and mineral food supplement,obo:FOODON_00002336
vitamin as food supplement,obo:FOODON_00002337
water based soft drink,obo:FOODON_00002339
water,obo:FOODON_00002340
water ice desert,obo:FOODON_00002341
whale meat,obo:FOODON_00002346
wheat based bakery,obo:FOODON_00002347
wheat based cake,obo:FOODON_00002348
wheat based gravy or sauce,obo:FOODON_00002349
wheat based pastry,obo:FOODON_00002350
wheat pasta,obo:FOODON_00002354
wheat refined,obo:FOODON_00002355
wheat based snack,obo:FOODON_00002356
noodle based soup,obo:FOODON_00002357
whey based formula,obo:FOODON_00002358
white asparagus vegetable,obo:FOODON_00002360
whitefish (genus Coregonus),obo:FOODON_00002362
wine or wine-like,obo:FOODON_00002364
"wine, 7-24% alcohol,",obo:FOODON_00002365
yellow perch,obo:FOODON_00002370
yellowfin tuna,obo:FOODON_00002371
flavoring syrup,obo:FOODON_00002374
food flavoring product,obo:FOODON_00002375
food seasoning product,obo:FOODON_00002376
plant product based flavoring,obo:FOODON_00002377
plant product based seasoning,obo:FOODON_00002378
flavoring agent by taste,obo:FOODON_00002379
flavoring agent by composition,obo:FOODON_00002380
neri yōkan,obo:FOODON_00002382
mizu yōkan,obo:FOODON_00002383
baking supply product,obo:FOODON_00002384
baking soda product,obo:FOODON_00002385
breakfast food,obo:FOODON_00002386
sweet bean paste,obo:FOODON_00002388
aduki bean paste,obo:FOODON_00002389
red mung bean paste,obo:FOODON_00002389
azuki bean paste,obo:FOODON_00002389
white bean paste,obo:FOODON_00002390
shiro an,obo:FOODON_00002390
apple must,obo:FOODON_00002391
chinese wine,obo:FOODON_00002392
yellow wine,obo:FOODON_00002392
Huangjiu,obo:FOODON_00002392
unrefined chinese wine,obo:FOODON_00002393
sake mash,obo:FOODON_00002394
sake moromi,obo:FOODON_00002394
moromi of sake,obo:FOODON_00002394
moromi,obo:FOODON_00002395
artificial vanilla,obo:FOODON_00002396
synthetic vanillin,obo:FOODON_00002396
vanillin,obo:FOODON_00002396
synthetic vanilla extract,obo:FOODON_00002396
tuna scrape,obo:FOODON_00002397
mammalian buttermilk,obo:FOODON_00002398
mammalian milk cream (18%+),obo:FOODON_00002399
cactus,obo:FOODON_00002401
food,obo:FOODON_00002403
foodstuff,obo:FOODON_00002403
nourishment,obo:FOODON_00002403
sustenance,obo:FOODON_00002403
food material,obo:FOODON_00002403
meat roasting,obo:FOODON_00002404
thickness of 0.3 cm to less than 1.5 cm,obo:FOODON_00002405
thickness of 0.3 cm or less,obo:FOODON_00002406
thickness of 1.5 cm to less than 7.0 cm,obo:FOODON_00002407
thickness of 7 cm or more,obo:FOODON_00002408
food physical forming process,obo:FOODON_00002409
thickness of 1.5 cm or more,obo:FOODON_00002410
"apple pie (baked, frozen)",obo:FOODON_00002411
"pie (baked, frozen)",obo:FOODON_00002412
bean flour,obo:FOODON_00002413
food solvent extraction process,obo:FOODON_00002414
food milling process,obo:FOODON_00002415
food canning process,obo:FOODON_00002416
"apple (raw, sliced)",obo:FOODON_00002417
food (canned),obo:FOODON_00002418
food evaporation process,obo:FOODON_00002419
camembert-blue cheese,obo:FOODON_00002421
cambozola cheese,obo:FOODON_00002421
canestrato,obo:FOODON_00002422
canastrato cheese,obo:FOODON_00002422
agave,obo:FOODON_00002423
roquefort,obo:FOODON_00002424
roquefort cheese,obo:FOODON_00002424
crescenza cheese,obo:FOODON_00002425
stracchino cheese,obo:FOODON_00002425
Japanese mustard greens,obo:FOODON_00002427
kyona,obo:FOODON_00002427
qian jing shui cai,obo:FOODON_00002427
spider mustard,obo:FOODON_00002427
mizuna greens bunch (raw),obo:FOODON_00002427
multi-component bean product,obo:FOODON_00002428
convenience food,obo:FOODON_00002429
mint,obo:FOODON_00002432
citron melon,obo:FOODON_00002433
white vegetable (whole or pieces),obo:FOODON_00002436
elk,obo:FOODON_00002438
endive,obo:FOODON_00002439
mullet fish,obo:FOODON_00002440
flounder,obo:FOODON_00002442
needlefish,obo:FOODON_00002445
nutsedge,obo:FOODON_00002447
zucchini,obo:FOODON_00002448
zebra,obo:FOODON_00002449
multi-component honey product,obo:FOODON_00002450
food transformation process,obo:FOODON_00002451
invertebrate animal,obo:FOODON_00002452
food material by characteristic,obo:FOODON_00002454
sliced food,obo:FOODON_00002455
food (sliced),obo:FOODON_00002455
baked,obo:FOODON_00002456
food (baked),obo:FOODON_00002456
food (fresh),obo:FOODON_00002457
lime fruit,obo:FOODON_00002460
hen egg (fried),obo:FOODON_00002461
shallow frying,obo:FOODON_00002462
pan-fried,obo:FOODON_00002463
food (pan-fried),obo:FOODON_00002463
lobster meat (shell off),obo:FOODON_00002464
biscuit,obo:FOODON_00002465
scone,obo:FOODON_00002465
cookie,obo:FOODON_00002466
cracker,obo:FOODON_00002466
biscuit (hard),obo:FOODON_00002466
lobster tail (shell on),obo:FOODON_00002467
lobster,obo:FOODON_00002468
lobster (whole or pieces),obo:FOODON_00002469
food object quality,obo:FOODON_00002470
prepared sea,obo:FOODON_00002471
fruit (fresh),obo:FOODON_00002472
apple,obo:FOODON_00002473
sheep milk (raw),obo:FOODON_00002474
apple pie,obo:FOODON_00002475
pie,obo:FOODON_00002476
game animal,obo:FOODON_00002477
cherry (whole or pieces),obo:FOODON_00002478
orange (whole or pieces),obo:FOODON_00002479
"apple (peeled, blanched)",obo:FOODON_00002480
fruit (sliced),obo:FOODON_00002481
apple (sliced),obo:FOODON_00002482
rice-field rat,obo:FOODON_00002483
ricefield rat,obo:FOODON_00002483
harissa chili paste,obo:FOODON_00002484
peach (whole or pieces),obo:FOODON_00002485
apricot (whole or pieces),obo:FOODON_00002486
Jujube,obo:FOODON_00002487
jujube fruit,obo:FOODON_00002487
jujube fruit (raw),obo:FOODON_00002487
pear (whole or pieces),obo:FOODON_00002488
fowl,obo:FOODON_00002489
carrot root (whole or pieces),obo:FOODON_00002490
neet fish,obo:FOODON_00002491
sassafras,obo:FOODON_00002493
narangilla,obo:FOODON_00002494
safflower plant,obo:FOODON_00002499
spice rub,obo:FOODON_00002500
multi-component,obo:FOODON_00002501
ham,obo:FOODON_00002502
cocoa flavanol,obo:FOODON_00002503
tualag honey,obo:FOODON_00002504
dairy cattle,obo:FOODON_00002505
smetana,obo:FOODON_00002506
taurine cattle,obo:FOODON_00002507
navel orange plant,obo:FOODON_00002508
Bosc pear (raw),obo:FOODON_00002509
burrito,obo:FOODON_00002510
navel orange,obo:FOODON_00002511
navel orange (raw),obo:FOODON_00002511
blueberry juice,obo:FOODON_00002512
blue corn mush (dish),obo:FOODON_00002513
blue corn meal,obo:FOODON_00002514
carrot cake,obo:FOODON_00002515
gravlax,obo:FOODON_00002516
food packing medium compromised,obo:FOODON_00002517
heifer,obo:FOODON_00002518
deboned cooked chicken,obo:FOODON_00002519
"chicken (boneless, cooked)",obo:FOODON_00002519
O's cereal,obo:FOODON_00002520
beetle larva,obo:FOODON_00002521
darkling beetle,obo:FOODON_00002522
mealworm beetle,obo:FOODON_00002523
mealworm,obo:FOODON_00002524
rhinoceros beetle,obo:FOODON_00002525
hoisin sauce,obo:FOODON_00002526
piadina flat bread,obo:FOODON_00002527
shish kebab,obo:FOODON_00002528
masa,obo:FOODON_00002529
mulligatawny,obo:FOODON_00002530
steer,obo:FOODON_00002531
cattle steer,obo:FOODON_00002531
naan,obo:FOODON_00002532
nachos,obo:FOODON_00002533
osso buco,obo:FOODON_00002534
ossobuco,obo:FOODON_00002534
pain au chocolat,obo:FOODON_00002535
potato waffle,obo:FOODON_00002536
potato wedges,obo:FOODON_00002537
quesadilla,obo:FOODON_00002538
muscovado,obo:FOODON_00002539
añejo cheese,obo:FOODON_00002540
quesa chihuahua,obo:FOODON_00002541
queso cincho,obo:FOODON_00002542
cotija cheese,obo:FOODON_00002542
oaxaca cheese,obo:FOODON_00002543
samosa,obo:FOODON_00002544
serrano ham,obo:FOODON_00002545
Iberian ham,obo:FOODON_00002546
shell bean,obo:FOODON_00002547
tikka masala sauce,obo:FOODON_00002548
chicken tikki masala,obo:FOODON_00002549
tostada,obo:FOODON_00002550
tostada (tortilla),obo:FOODON_00002550
triple sec,obo:FOODON_00002551
triticale,obo:FOODON_00002552
triticale flour,obo:FOODON_00002553
tzimbalo melon pear,obo:FOODON_00002554
wagyu cattle,obo:FOODON_00002555
wagyu steak,obo:FOODON_00002556
black pudding,obo:FOODON_00002557
wantan,obo:FOODON_00002558
wuntun,obo:FOODON_00002558
wonton (filled),obo:FOODON_00002558
Red Delicious apple tree,obo:FOODON_00002559
Red Delicious apple,obo:FOODON_00002560
blini,obo:FOODON_00002561
chocolate brownie,obo:FOODON_00002562
chipotle,obo:FOODON_00002563
chowder,obo:FOODON_00002564
elderflower,obo:FOODON_00002565
focaccia,obo:FOODON_00002566
frog leg,obo:FOODON_00002567
grape seed,obo:FOODON_00002568
hibiscus tea,obo:FOODON_00002569
hibiscus tea (dry),obo:FOODON_00002569
pork loin,obo:FOODON_00002570
squash flower,obo:FOODON_00002571
"cut of beef, british",obo:FOODON_00002572
beef rump cut (british),obo:FOODON_00002573
cut of beef,obo:FOODON_00002574
Arborio rice,obo:FOODON_00002575
bean sprout,obo:FOODON_00002576
wine by region,obo:FOODON_00002577
white grape (raw),obo:FOODON_00002578
fryer-roaster turkey,obo:FOODON_00002579
aquatic invertebrate,obo:FOODON_00002581
Lethocerus indicus,obo:FOODON_00002582
cà cuống,obo:FOODON_00002582
maeng da,obo:FOODON_00002582
maeng da na,obo:FOODON_00002582
malaeng da,obo:FOODON_00002582
malaeng da na,obo:FOODON_00002582
giant water bug,obo:FOODON_00002582
